uri;Libellé en anglais;Libellé en français;Source;Terme Générique;Description;Enrichissement BnF;Cette ressource dans ISTEX; ;Description;Liste des ressources;Contexte d'utilisation;Lien vers la page Multicat;Modèle conceptuel;Licence;Publication;Créateur;date de création;date de modification
"https://wos-category.data.istex.fr/ark:/67375/NHZ-2VL49Q1P-9";"Genetics & Heredity";"Génétique & Hérédité";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Genetics & Heredity includes resources that deal with the structure, functions, and properties of genes, and the characteristics of inheritance. This category also considers heritable traits, population genetics, frequency and distribution of polymorphism, as well as inherited diseases and disorders of the replicative process. The category is distinguishable from Biochemistry & Molecular Biology by its specific emphasis on the gene as a single functional unit, and on the gene's effect on the organism as a whole. ";"Génétique & Hérédité";"categories.wos.raw:(""2 - genetics & heredity"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-2W4C6GWB-D";"Chemistry, Medicinal";"Chimie, Médicinale";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Chemistry, Medicinal includes resources emphasizing the isolation and study of substances with therapeutic potential. Topics of interest are quantitative structure-function relationships, structural characterization and organic syntheses of naturally occurring compounds, and chemical and analytical techniques used in rational drug design. See also the PHARMACOLOGY & PHARMACY category.";"Chimie, Médicinale";"categories.wos.raw:(""2 - chemistry, medicinal"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-310WH42J-W";"Surgery";"Chirurgie";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Surgery covers resources on general surgical topics including the different types of surgery (cardiovascular, neurosurgery, orthopedic, pediatric, or vascular); allied disciplines of surgery (surgical oncology, pathology, or radiology); and surgical techniques (arthroscopy, microscopy, or endoscopy). ";"Chirurgie";"categories.wos.raw:(""2 - surgery"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-350XKNS0-F";"Medical Informatics";"Informatique médicale";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Medical Informatics covers resources on health care information in clinical studies and medical research. This category includes resources on the evaluation, assessment, and use of health care technology, its consequences for patients, and its impact on society. ";"Informatique médicale";"categories.wos.raw:(""2 - medical informatics"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-3F88NTR3-R";"Materials Science, Paper & Wood";"Science des matériaux, Bois & Papier";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Materials Science, Paper & Wood includes resources that cover all aspects of wood and/or paper production. Topics include cellulose chemistry and technology, pulp and paper science, paper fabrication techniques, and wood and fiber science and technology. ";"Science des matériaux, Bois & Papier";"categories.wos.raw:(""2 - materials science, paper & wood"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-3LN0WDL9-9";"Ecology";"Ecologie";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Ecology covers resources concerning many areas relating to the study of the interrelationship of organisms and their environments, including ecological economics, ecological engineering, ecotoxicology, ecological modeling, evolutionary ecology, biogeography, chemical ecology, marine ecology, wildlife research, microbial ecology, molecular ecology, and population ecology. This category also includes general ecology resources and ones devoted to particular ecological systems. ";"Ecologie";"categories.wos.raw:(""2 - ecology"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-41TF3D6S-K";"Engineering, Manufacturing";"Génie, Fabrication";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Engineering, Manufacturing covers resources on the conversion of raw materials into end-use products or processed materials. Topics in this category include computer-integrated manufacturing (CIM), computer-aided design (CAD), and computer-aided manufacturing (CAM); design of products, tools, and machines; quality control; scheduling; production; and inventory control. ";"Génie, Fabrication";"categories.wos.raw:(""2 - engineering, manufacturing"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-42WGLJJW-0";"Substance Abuse";"Abus de substances";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-ZQPC7NL6-N";"Substance Abuse covers resources concerned primarily with the social and psychological problems of addiction, substance abuse education, and the treatment of the chemically dependent. Resources concerned with the biomedical problems of substance abuse appear in the Science Citation Index. ";"Abus de substances";"categories.wos.raw:(""2 - substance abuse"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-4BC0NCZ7-K";"Materials Science, Textiles";"Science des matériaux, Textiles";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Materials Science, Textiles covers resources that focus on the manufacture of clothing and furniture from materials made of natural fibers (e.g., leather, cotton, wool, wood) and/or synthetic fibers (e.g., polyester, vinyl, nylon). Resources covering dyes and colors and fiber chemistry are also included. ";"Science des matériaux, Textiles";"categories.wos.raw:(""2 - materials science, textiles"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-4CSNT22P-L";"Respiratory System";"Système respiratoire";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Respiratory System covers resources on all aspects of respiratory and lung diseases, including their relation to cardiovascular and thoracic surgery and diseases. ";"Système respiratoire";"categories.wos.raw:(""2 - respiratory system"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-4FQQ59TT-K";"Nursing";"Soins infirmiers";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Nursing covers resources on all aspects of nursing science and practice such as administration, economics, management, education, technological applications and all clinical care specialties. ";"Soins infirmiers";"categories.wos.raw:(""2 - nursing"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-4GK6L38F-L";"Geochemistry & Geophysics";"Géochimie & Géophysique";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Resources in this category may focus on either Geochemistry or Geophysics or both. Geochemistry covers resources that deal with the chemical composition and chemical changes in the Earth or other planets or asteroids. Topics include research on related chemical and geological properties of substances, applied geochemistry, organic geochemistry, and biogeochemistry. Geophysics covers resources on the application of the methods and techniques of physics to the study of the structure of the Earth and the processes affecting it. Topics addressed include seismology, tectonics, tectonophysics, geomagnetism, radioactivity, and rock mechanics.";"Géochimie & Géophysique";"categories.wos.raw:(""2 - geochemistry & geophysics"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-4J4K1JK0-5";"Geography";"Géographie";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-ZQPC7NL6-N";"Geography covers resources concerned with socio-cultural aspects of the Earth's surface emphasizing the human, economic, political, urban, and environmental issues of the discipline. The history of geography and the study of cartography are also covered in this category. ";"Géographie";"categories.wos.raw:(""2 - geography"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-4K2CTN7V-H";"Chemistry, Analytical";"Chimie, Analytique";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Chemistry, Analytical covers resources on the techniques that yield any type of information about chemical systems. Topics include chromatography, thermal analysis, chemometrics, separation techniques, pyrolysis, and electroanalytical and radioanalytical chemistry. Some spectroscopy resources may be included in this category when focusing on analytical techniques and applications in chemistry. ";"Chimie, Analytique";"categories.wos.raw:(""2 - chemistry, analytical"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
